원본 데이터셋,원본 테이블,원본 칼럼명,스키마상의 설명,스키마 자료형,스키마 Nullable,행 수,결측 수,결측률,고유값 수,실제 값 예시,실제 Python 자료형,분류,대상 클래스,대상 속성,속성 구분,RDF 자료형,단위 또는 코드 체계,필수 여부,변환 규칙,결측치 처리,비고 및 불확실성
PREF02N001,foreign_etp,cu_upt_dt,변동갱신일자,text,YES,6037,0,0.0000%,1,20260822,str,출처·관리용 메타데이터,SourceRecord,snapshotDate/asOfDate,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),YYYYMMDD를 xsd:date로 변환; 원본도 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,du_base_dt_match_yn,NAV/종가 기준일 일치 여부,text,YES,6037,14,0.2319%,1,N,str,출처·관리용 메타데이터,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,YYYYMMDD 형식 검증 후 날짜 의미에 맞는 개체에 연결; 불명확하면 원본만 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,du_bpr,기준가,"numeric(28,8)",YES,6037,14,0.2319%,5436,58.2409 | 31.8677 | 68.8613,"float,int",기준일이 있는 관측값,NAVObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,du_clpr,종가,"numeric(28,8)",YES,6037,14,0.2319%,5399,58.5084 | 32.2603 | 69.5811,"float,int",기준일이 있는 관측값,PriceObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,du_clpr_base_dt,선택된 종가의 원천 기준일,text,YES,6037,14,0.2319%,109,20260821 | 20250818 | 20250925,str,출처·관리용 메타데이터,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,YYYYMMDD 형식 검증 후 날짜 의미에 맞는 개체에 연결; 불명확하면 원본만 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,du_clpr_src,선택된 종가 원천 컬럼,text,YES,6037,14,0.2319%,1,pd65n101.tday_clpr,str,상품의 직접 속성,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,원본 값과 정규화 값을 함께 보존; 별도 의미가 확인되기 전 추론에 사용하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,du_diff_rt,종가 대비 추정 NAV 괴리율,"numeric(28,6)",YES,6037,6034,99.9503%,3,4.23 | 24.312 | 33.9,float,기준일이 있는 관측값,MetricObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,가격-NAV 괴리율; 전용 기준일 또는 기준일 일치 여부와 함께 사용,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,du_er_1d,수익률_1D,"numeric(28,6)",YES,6037,14,0.2319%,959,0.46 | 1.23 | 1.05,"float,int",기준일이 있는 관측값,ReturnObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,du_hpr,고가,"numeric(28,8)",YES,6037,14,0.2319%,5030,58.5084 | 32.2603 | 69.5811,"float,int",기준일이 있는 관측값,PriceObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,고가; 해당 일간 갱신일 연결,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,du_last_aum,일간 순자산총액,"numeric(28,2)",YES,6037,205,3.3957%,4899,371250000 | 16730000 | 10370000,int,기준일이 있는 관측값,AUMObservation,metricValue,DataProperty,xsd:decimal,통화는 행의 통화 칼럼과 결합; 없으면 UNKNOWN,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,du_last_nav,추정 주당 NAV,"numeric(28,6)",YES,6037,5279,87.4441%,529,11.5 | 24.9 | 134.121875,"float,int",기준일이 있는 관측값,NAVObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,du_lpr,저가,"numeric(28,8)",YES,6037,14,0.2319%,5034,58.41 | 32.2603 | 69.5811,"float,int",기준일이 있는 관측값,PriceObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,저가; 해당 일간 갱신일 연결,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,du_nav_base_dt,NAV 원천 etf_reference 기준일,text,YES,6037,0,0.0000%,1,20260822,str,출처·관리용 메타데이터,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),YYYYMMDD 형식 검증 후 날짜 의미에 맞는 개체에 연결; 불명확하면 원본만 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,du_opr,시가,"numeric(28,8)",YES,6037,14,0.2319%,4684,58.41 | 32.2603 | 69.5811,"float,int",기준일이 있는 관측값,PriceObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,시가; 해당 일간 갱신일 연결,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,du_upt_dt,일간갱신일자,text,YES,6037,0,0.0000%,108,20260822 | 20250819 | 20250926,str,출처·관리용 메타데이터,SourceRecord,snapshotDate/asOfDate,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),YYYYMMDD를 xsd:date로 변환; 원본도 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,du_val_1d,외화거래대금,"numeric(28,8)",YES,6037,14,0.2319%,5752,6542 | 1484 | 1322,int,기준일이 있는 관측값,LiquidityObservation,metricValue,DataProperty,xsd:decimal,통화는 행의 통화 칼럼과 결합; 없으면 UNKNOWN,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,du_vol_1d,거래량,"numeric(28,8)",YES,6037,14,0.2319%,4949,112 | 46 | 19,int,기준일이 있는 관측값,LiquidityObservation,metricValue,DataProperty,xsd:decimal,COUNT,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,pd_abrv_nm,상품약어명_티커,text,YES,6037,0,0.0000%,6031,AAUA | ABLG | ACGR,str,상품의 직접 속성,FinancialProduct,abbreviatedName,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공백 정리 외 의미 추론 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,pd_curr_cd,펀드통화코드,text,YES,6037,11,0.1822%,2,USD | INR,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,pd_exg_mkt_cd,거래소코드,text,YES,6037,0,0.0000%,5,AMX | NAS | 102,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,pd_grp_no,상품군종류,text,YES,6037,0,0.0000%,2,ETF | ETN,str,코드 또는 분류 개념,ExchangeTradedProduct,sourceProductKind,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),실제 ETF/ETN 값으로 rdf:type을 결정하고 원본 값도 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,pd_isin_cd,ISIN 코드,text,YES,6037,12,0.1988%,5962,US02072Q2755 | US89628W4015 | US0250723808,str,식별자,ProductIdentifier,identifierValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,identifierType=ISIN; 빈 값과 0/전부 0 sentinel은 identity에 사용하지 않고 원본 assertion에 보존; 형식 검증 상태를 별도 기록,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,pd_itm_no,해외 ETF RIC,text,NO,6037,0,0.0000%,6037,AAUA.K | ABLG.K | ACGR.K,str,식별자,ProductIdentifier,identifierValue,DataProperty,xsd:string,스키마에 명시 없음,필수,identifierType=RIC; 빈 값과 0/전부 0 sentinel은 identity에 사용하지 않고 원본 assertion에 보존; 형식 검증 상태를 별도 기록,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,pd_itm_no_ma,해외 ETF RIC_PDF 조인키,text,YES,6037,0,0.0000%,6037,AAUA.K | ABLG.K | ACGR.K,str,출처·관리용 메타데이터,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),RIC_PDF 조인키이며 독립 상품 식별자로 사용하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,pd_lipper_id,Lipper 펀드코드,text,YES,6037,11,0.1822%,5963,40306184 | 40220923 | 40232394,str,식별자,ProductIdentifier,identifierValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,identifierType=LIPPER_ID; 빈 값과 0/전부 0 sentinel은 identity에 사용하지 않고 원본 assertion에 보존; 형식 검증 상태를 별도 기록,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,pd_lstg_dt,설정일,text,YES,6037,0,0.0000%,2006,20260318 | 20170627 | 20210629,str,상품의 직접 속성,Listing,listingStartDate,DataProperty,xsd:date,스키마에 명시 없음,실제 전행 존재(스키마상 선택),YYYYMMDD를 검증 변환하고 00000000은 SENTINEL assertion으로 보존하며 canonical 날짜를 생성하지 않음; pd_lste_dt 컬럼 부재는 structural absence로 유지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,pd_lst_price,액면가,"numeric(28,8)",YES,6037,14,0.2319%,2,0 | 0.01,"float,int",상품의 직접 속성,SourceFieldAssertion,rawValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,원본 값과 정규화 값을 함께 보존; 별도 의미가 확인되기 전 추론에 사용하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,pd_lst_stk_cnt,상장주식수,"numeric(28,2)",YES,6037,0,0.0000%,3213,6320000 | 525000 | 150000,int,기준일이 있는 관측값,MetricObservation,metricValue,DataProperty,xsd:decimal,COUNT,실제 전행 존재(스키마상 선택),MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,pd_mkt_id,거래소국가코드,text,YES,6037,0,0.0000%,1,US,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,pd_nm,상품명,text,YES,6037,0,0.0000%,6009,Alpha Architect US Equity 3 ETF | Abacus FCF International Leaders ETF | American Century Large Cap Growth ETF,str,상품의 직접 속성,FinancialProduct,productName,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공백 정리 외 의미 추론 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,pd_sale_yn,판매여부,text,YES,6037,14,0.2319%,1,1,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,pd_trd_ccy,거래통화코드,text,YES,6037,0,0.0000%,1,USD,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,pd_tr_yn,거래정지여부,text,YES,6037,14,0.2319%,1,0,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,pd_us_cik,미국 CIK,text,YES,6037,18,0.2982%,389,1592900 | 1604813 | 1710607,str,현재 온톨로지 의미계층에 미반영,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,발행기관 단위일 가능성이 있는 CIK이며 상품 식별자로 사용 금지; 원본 assertion만 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,ru_mkt_price,실시간 현재가,"numeric(28,8)",YES,6037,14,0.2319%,5399,58.5084 | 32.2603 | 69.5811,"float,int",기준일이 있는 관측값,PriceObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,실시간/현재가; 원천에 시각이 없으면 날짜·시간을 추정하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,ru_mkt_volume,실시간 거래량,"numeric(28,8)",YES,6037,14,0.2319%,4949,112 | 46 | 19,int,기준일이 있는 관측값,LiquidityObservation,metricValue,DataProperty,xsd:decimal,COUNT,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,wu_core_yn,핵심 ETF 여부,text,YES,6037,5931,98.2442%,1,N,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,wu_inv_ast_type,투자자산군,text,YES,6037,11,0.1822%,6,Equity | Alternatives | Commodity,str,관계,AssetType,hasAssetType,ObjectProperty,xsd:string,스키마에 명시 없음,조건부,원본 문자열/코드를 보존하고 exact 정규화만 수행; fuzzy 병합 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,wu_inv_rgn,투자지역,text,YES,6037,11,0.1822%,59,United States of America | Global Ex US | Global,str,관계,Region,investsInRegion,ObjectProperty,xsd:string,스키마에 명시 없음,조건부,원본 문자열/코드를 보존하고 exact 정규화만 수행; fuzzy 병합 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF02N001,foreign_etp,wu_upt_dt,주간갱신일자,text,YES,6037,0,0.0000%,1,20260822,str,출처·관리용 메타데이터,SourceRecord,snapshotDate/asOfDate,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),YYYYMMDD를 xsd:date로 변환; 원본도 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,bmrk_eng_nm,벤치마크영문명,text,YES,23676,12395,52.3526%,386,채권종합지수 1~2Y | CALL | THREE Month T-Bill[KRW],str,관계,Benchmark,benchmarkEnglishName,DataProperty,xsd:string,스키마에 명시 없음,조건부,bmrk_nm으로 식별한 벤치마크의 영문명; 이름만으로 다른 source와 병합하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,bmrk_nm,벤치마크명,text,YES,23676,12395,52.3526%,389,채권종합지수 1~2년 | CALL | 미국 국채 3개월[원화환산],str,관계,Benchmark,referencesBenchmark,ObjectProperty,xsd:string,스키마에 명시 없음,조건부,원본 문자열/코드를 보존하고 exact 정규화만 수행; fuzzy 병합 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,bns_bpr,매매기준가,"numeric(38,15)",YES,23676,14263,60.2424%,9074,1004.27 | 13944.84 | 1037.11,"float,int",기준일이 있는 관측값,NAVObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,curr_cd,통화코드,text,YES,23676,0,0.0000%,7,KRW | USD | JPY,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,exchdg_yn,환헤지여부,text,YES,23676,16695,70.5144%,2,N | Y,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,fd_daily_bas_dt,펀드데일리정보 기준일자,text,YES,23676,14263,60.2424%,905,20260821 | 20210226 | 20230420,str,출처·관리용 메타데이터,SourceRecord,snapshotDate/asOfDate,DataProperty,xsd:string,스키마에 명시 없음,조건부,YYYYMMDD를 xsd:date로 변환; 원본도 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,fd_estb_ctry_cd,펀드설립국가코드,text,YES,23676,0,0.0000%,7,000 | 410 | 442,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,fd_ivst_rgn_desc,펀드투자지역구분코드 설명,text,YES,23676,0,0.0000%,9,국내 | 해당없음 | 글로벌,str,관계,Region,investsInRegion,ObjectProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),원본 문자열/코드를 보존하고 exact 정규화만 수행; fuzzy 병합 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,fd_last_dstb_actg_bss_dt,최근 분배 회계기초일자,text,YES,23676,12800,54.0632%,2019,20110907 | 20101103 | 20111022,str,출처·관리용 메타데이터,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,YYYYMMDD 형식 검증 후 날짜 의미에 맞는 개체에 연결; 불명확하면 원본만 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,fd_last_dstb_actg_eot_dt,최근 분배 회계기말일자,text,YES,23676,12800,54.0632%,1785,20110919 | 20111030 | 20120711,str,출처·관리용 메타데이터,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,YYYYMMDD 형식 검증 후 날짜 의미에 맞는 개체에 연결; 불명확하면 원본만 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,fd_last_dstb_r,최근 분배율,"numeric(20,12)",YES,23676,12800,54.0632%,4243,-0.088 | 48.565 | 0.673,"float,int",기준일이 있는 관측값,DistributionObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,fd_mm18_ern_r,펀드 18개월수익률,"numeric(30,2)",YES,23676,16789,70.9115%,4645,3.92 | 2.39 | 4.76,"float,int",기준일이 있는 관측값,ReturnObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,fd_mm1_ern_r,펀드 1개월수익률,"numeric(30,2)",YES,23676,16290,68.8039%,1442,0.24 | -5.52 | 0.32,"float,int",기준일이 있는 관측값,ReturnObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,fd_mm3_ern_r,펀드 3개월수익률,"numeric(30,2)",YES,23676,16369,69.1375%,2123,0.68 | -6.77 | -0.52,"float,int",기준일이 있는 관측값,ReturnObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,fd_mm6_ern_r,펀드 6개월수익률,"numeric(30,2)",YES,23676,16456,69.5050%,3163,1.29 | -2.09 | -0.36,"float,int",기준일이 있는 관측값,ReturnObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRFD01N001,fund_share_class,fd_nast_suma,펀드 순자산,"numeric(22,4)",YES,23676,14263,60.2424%,9409,211242055347 | 86977018058 | 71850251,int,기준일이 있는 관측값,AUMObservation,metricValue,DataProperty,xsd:decimal,통화는 행의 통화 칼럼과 결합; 없으면 UNKNOWN,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
